article_number,article_details,book,chapter,section,linked_definitions,linked_articles
250,"المادة 250 من قانون العمل المصري: يعاقب صاحب العمل أو من يمثله عن المنشأة الذي يخالف أيا من أحكام المواد (110، 111 ، 113 ، 116 ، 118 ، 119 ، 123 ، 124 ، 126 ، 127 ، 130) من هذا القانون والقرارات الوزارية المنفذة لها بغرامة لا تقل عن مائتي جنيه ولا تجاوز خمسمائة جنيه.
وتتعدد الغرامة بتعدد العمال الذين وقعت في شأنهم الجريمة وتضاعف الغرامة فى حالة العود.",الكتاب السادس: تفتيش العمل والضبطية القضائية والعقوبات,الباب الثاني: العقوبات,,"{'صاحب العمل': 'كل شخص طبيعي أو اعتباري يستخدم عاملا أو أكثر لقاء أجر.', 'المنشأة': 'كل مشروع أو مرفق يملكه أو يديره شخص من أشخاص القانون العام أو الخاص.'}","[110, 111, 113, 116, 118, 119, 123, 124, 126, 127, 130]"
251,"المادة 251 من قانون العمل المصري: يعاقب كل من يخالف أيا من أحكام المواد (135 ، 136 ، 137 ، 138) من هذا القانون بغرامة لا تقل عن خمسمائة جنيه ولا تجاوز ألفى جنيه.
وعند الحكم بالإدانة يقضى وحوبيا بإغلاق المنشأة.",الكتاب السادس: تفتيش العمل والضبطية القضائية والعقوبات,الباب الثاني: العقوبات,,{'المنشأة': 'كل مشروع أو مرفق يملكه أو يديره شخص من أشخاص القانون العام أو الخاص.'},"[135, 136, 137, 138]"
252,المادة 252 من قانون العمل المصري: يعاقب كل من يخالف أيا من أحكام المواد (149 ، 150 ، 157) من هذا القانون بغرامة لا تقل عن مائتي جنيه ولا تجاوز خمسمائة جنيه.,الكتاب السادس: تفتيش العمل والضبطية القضائية والعقوبات,الباب الثاني: العقوبات,,{},"[149, 150, 157]"
253,المادة 253 من قانون العمل المصري: يعاقب كل من يخالف حكم المادة (169) من هذا القانون بغرامة لا تقل عن ألف جنيه ولا تجاوز خمسة آلاف جنيه.,الكتاب السادس: تفتيش العمل والضبطية القضائية والعقوبات,الباب الثاني: العقوبات,,{},[169]
254,"المادة 254 من قانون العمل المصري: يعاقب صاحب العمل أو من يمثله عن المنشأة الذي يخالف حكم المادة (196) من هذا القانون بغرامة لا تقل عن ألف جنيه ولا تجاوز ألفى جنيه.
وتتعدد الغرامة بتعدد العمال الذين وقعت في شأنهم الجريمة وتضاعف الغرامة في حالة العود.",الكتاب السادس: تفتيش العمل والضبطية القضائية والعقوبات,الباب الثاني: العقوبات,,"{'صاحب العمل': 'كل شخص طبيعي أو اعتباري يستخدم عاملا أو أكثر لقاء أجر.', 'المنشأة': 'كل مشروع أو مرفق يملكه أو يديره شخص من أشخاص القانون العام أو الخاص.'}",[196]
255,المادة 255 من قانون العمل المصري: يعاقب صاحب العمل أو من يمثله عن المنشأة الذي يخالف أيا من أحكام المواد (197، 198 ، 200) من هذا القانون بغرامة لا تقل عن خمسمائة جنيه ولا تجاوز ألف جنيه.,الكتاب السادس: تفتيش العمل والضبطية القضائية والعقوبات,الباب الثاني: العقوبات,,"{'صاحب العمل': 'كل شخص طبيعي أو اعتباري يستخدم عاملا أو أكثر لقاء أجر.', 'المنشأة': 'كل مشروع أو مرفق يملكه أو يديره شخص من أشخاص القانون العام أو الخاص.'}","[197, 198, 200]"
256,"المادة 256 من قانون العمل المصري: يعاقب كل من يخالف أيا من أحكام الكتاب الخامس بشأن السلامة والصحة المهنية وتأمين بيئة العمل والقرارات الصادرة تنفيذا له بالحبس مدة لا تقل عن ثلاثة أشهر وبغرامة لا تقل عن ألف جنيه ولا تجاوز عشرة آلاف جنيه أو بإحدى هاتين العقوبتين.
وتكون عقوبتا الحبس والغرامة المنصوص عليهما في الفقرة السابقة وجوابيتين إذا ترتب على الجريمة الوفاة أو الإصابة الجسيمة .
وتضاعف الغرامة فى حالة العود.
ويكون صاحب العمل أو من يمثله عن المنشأة مسئولا بالتضامن مع المحكوم عليه فى الوفاء بالعقوبات المالية إذا كانت الجريمة قد وقعت نتيجة إخلاله بأى من الواجبات التي يفرضها عليه هذا القانون.",الكتاب السادس: تفتيش العمل والضبطية القضائية والعقوبات,الباب الثاني: العقوبات,,"{'صاحب العمل': 'كل شخص طبيعي أو اعتباري يستخدم عاملا أو أكثر لقاء أجر.', 'المنشأة': 'كل مشروع أو مرفق يملكه أو يديره شخص من أشخاص القانون العام أو الخاص.'}",[]
257,المادة 257 من قانون العمل المصري: يعاقب صاحب العمل أو من يمثله عن المنشأة الذي يخالف أيا من أحكام المادتين (432) ، (532) من هذا القانون بغرامة لا تقل عن خمسمائة جنيه ولا تجاوز ألف جنيه  . وتضاعف الغرامة في حالة العود.,الكتاب السادس: تفتيش العمل والضبطية القضائية والعقوبات,الباب الثاني: العقوبات,,"{'صاحب العمل': 'كل شخص طبيعي أو اعتباري يستخدم عاملا أو أكثر لقاء أجر.', 'المنشأة': 'كل مشروع أو مرفق يملكه أو يديره شخص من أشخاص القانون العام أو الخاص.'}","[432, 532]"
258,"(المادة الأولى) من قانون العمل المصري: يعمل بأحكام قانون العمل المرافق. ",,,,{},[]
259,"(المادة الثانية) من قانون العمل المصري: تظل الأحكام الواردة بالتشريعات الخاصة ببعض فئات العمال سارية وذلك إلى أن يتم إبرام ونفاذ الاتفاقيات الجماعية بشأنها وفقا لأحكام القانون المرافق. 
وتعتبر المزايا الواردة بتلك التشريعات الحد الأدنى الذي يتم التفاوض على أساسه. ",,,,{},[]
